id,title,inventor,grant_date,result_link
US-8811276-B2,Method of and an arrangement for call establishment between an internet communication environment and a mobile communication environment ,Rogier Noldus,8/19/14,https://patents.google.com/patent/US8811276B2/en
US-10728293-B2,Communicating media data ,Matthew Hungerford,7/28/20,https://patents.google.com/patent/US10728293B2/en
EP-3979671-A1,"Inter-area media service switching method, server, system, and storage medium ",Chuanyang Miao,,https://patents.google.com/patent/EP3979671A1/en
US-2014325064-A1,Controlling Establishment of Multiple TCP Connections ,"Ingemar Johansson, Mattias Åkervik, Martin Skarve",,https://patents.google.com/patent/US20140325064A1/en
WO-2015109317-A1,Server controlled throttling of client to server requests ,"Aurash Mahbod, Ficus Kirkpatrick",,https://patents.google.com/patent/WO2015109317A1/en
US-2006193308-A1,Providing packet communication service ,Jung-Sic Sung,,https://patents.google.com/patent/US20060193308A1/en
US-2012324054-A1,Telepresence simulation with multiple interconnected devices ,"David C. Gibbon, Lee Begeja, Zhu Liu, Bernard S. Renger, Behzad Shahraray, Eric Zavesky",,https://patents.google.com/patent/US20120324054A1/en
US-2011055893-A1,Communication application ,"Jeffrey J. Walls, Jerald C. Fisher, Karen E. THAYER, Byron A. Alcorn, Steven T. TEEPLES, Alan D. Ward",,https://patents.google.com/patent/US20110055893A1/en
US-2012002665-A1,Telephone Exchange Apparatus and Telephone Terminal and a Control Method Used for a Telephone System ,Shingo Kimura,,https://patents.google.com/patent/US20120002665A1/en
US-9769648-B2,Provisioning connectivity service data in a telecommunications network ,"Maria Esther Bas Sanchez, Fuencisla Garcia Azorero",9/19/17,https://patents.google.com/patent/US9769648B2/en
EP-1614275-B1,Real-time communications between telephone and internet users ,Yann Bole-Feysot,4/10/13,https://patents.google.com/patent/EP1614275B1/en
US-2009125948-A1,Communication Processing Based on Television Use ,"Matthew R. Kuhlke, Gebran G. Chahrouri, Labhesh Patel, Sanjeev Kumar, Mukul Jain, Shmuel Shaffer",,https://patents.google.com/patent/US20090125948A1/en
US-9955114-B1,Office system telepresence arrangement ,"Robert S. Grooters, Mark A. Baloga",4/24/18,https://patents.google.com/patent/US9955114B1/en
CN-111787260-A,"Isolation ward non-contact monitoring system, method and storage medium ",潘晓亭,,https://patents.google.com/patent/CN111787260A/en
US-2007165833-A1,Apparatus and method for finding a called party over a telecommunication network ,"David Wolter, Anil Doradla, Sreenivasa Gorti",,https://patents.google.com/patent/US20070165833A1/en
EP-2135424-B1,Improvements in mobile telecommunication ,"Karl-Peter Ranke, Andreas Witzel, Michael Nils Olov LINDSTRÖM, Jan Erik Lindquist",10/2/13,https://patents.google.com/patent/EP2135424B1/en
US-2020285230-A1,Unmanned aerial vehicle system and communication method ,"Ning Ma, Dong Zhang, Xiaojun Yin",,https://patents.google.com/patent/US20200285230A1/en
WO-2004084566-A1,Video alerting method for synchronous wireless telecommunication system ,Yang-Myung Cha,,https://patents.google.com/patent/WO2004084566A1/en
US-2015116450-A1,"Video Data Transmission Method and Apparatus, and Communications Device ","Kexin LI, Lin Wang",,https://patents.google.com/patent/US20150116450A1/en
CN-106303750-A,A kind of mobile instructor in broadcasting's platform ,"李燚鑫, 王卫, 占琨, 曹立宏, 吴骏驰, 华雅雁, 侯聪",,https://patents.google.com/patent/CN106303750A/en
CN-102090075-B,Method and apparatus for performing IPTV communication service ,"崔馨铎, 车淳佰, 陈浩",11/27/13,https://patents.google.com/patent/CN102090075B/en
CN-100527739-C,Method and system for implementing call making service ,张凡,8/12/09,https://patents.google.com/patent/CN100527739C/en
US-2020045168-A1,Method and Apparatus to Identify Spam/Fraudulent/Robo Calls ,Ashutosh Kumar Sinha,,https://patents.google.com/patent/US20200045168A1/en
CN-104410648-A,"LAN (local area network) based VoIP (Voice over Internet Protocol) communication method, system and communication terminal ",赵刚,,https://patents.google.com/patent/CN104410648A/en
US-9338527-B2,Data and call routing and forwarding ,"Arvind Kaushal, Jon Boone, Sohel Khan, Louis Rubin, Brett Sherman, Jaime Jimenez",5/10/16,https://patents.google.com/patent/US9338527B2/en
EP-3087706-B1,"Method and system for communication between web browsers, using a unified communication environment ","Miguel Labranche, Xavier De Snoeck",2/17/21,https://patents.google.com/patent/EP3087706B1/en
US-9900353-B2,Method and apparatus for enabling communications between users ,"Oleg Golobrodsky, Gideon Drori",2/20/18,https://patents.google.com/patent/US9900353B2/en
US-2017026878-A1,Network node and signaling processing method ,Takako Hori,,https://patents.google.com/patent/US20170026878A1/en
EP-3742369-A1,Systems and methods for establishing a channel between multiple devices ,"David Le Strat, Grady SLANE",,https://patents.google.com/patent/EP3742369A1/en
CN-104506594-A,Data communication method and system for social application system ,"卢强, 古思鑫, 赵原",,https://patents.google.com/patent/CN104506594A/en
US-2015281169-A1,Techniques for voip provider interconnection over the internet using a shared subscriber contact identifier translation service ,"Vlad Vendrow, Christopher van Rensburg",,https://patents.google.com/patent/US20150281169A1/en
US-2014237037-A1,System And Method For Modeling And Applying A People Network Representation ,Elliott Waingold,,https://patents.google.com/patent/US20140237037A1/en
CN-111628818-A,Distributed real-time communication method and device for air-ground unmanned system and multi-unmanned system ,"屈桢深, 邹鹏程, 姚上斌, 徐帆",,https://patents.google.com/patent/CN111628818A/en
US-9660944-B1,"Agent-assisted and directed web-channel customer care apparatus, method, and computer program ","Chad David Hendren, Michelle Mason Winston, Kevin Todd Welch, Jerry Ehrenberg",5/23/17,https://patents.google.com/patent/US9660944B1/en
US-2008084973-A1,Instant messenger location buddy ,"James L. Verlare, Paul T. Schultz",,https://patents.google.com/patent/US20080084973A1/en
US-9750062-B2,Establishing a communication session ,Rami Lehtonen,8/29/17,https://patents.google.com/patent/US9750062B2/en
US-2017093929-A1,Managing interaction constraints ,"Alex HOCKEY, Matthew Williams, Robert Day",,https://patents.google.com/patent/US20170093929A1/en
WO-2009153267-A1,Communication system ,Indrek Mandre,,https://patents.google.com/patent/WO2009153267A1/en
US-9014199-B2,Home cloud gateway apparatus for multi-service and method of providing service using the same ,"Pyung-koo Park, Jung Sik Kim, Ho Yong Ryu",4/21/15,https://patents.google.com/patent/US9014199B2/en
US-2007115923-A1,"Methods, apparatus and computer program products for secondary routing of calls in a voice over internet protocol communication system ","Michael Denny, Sammie Hill",,https://patents.google.com/patent/US20070115923A1/en
US-9729826-B2,"Communication management system, communication system, and communication management method ","Takashi Hasegawa, Takeshi Homma",8/8/17,https://patents.google.com/patent/US9729826B2/en
US-2007087730-A1,Protocol converter ,"Yolius Diroo, Edward Walter, Thomas Adams, Larry Pearson",,https://patents.google.com/patent/US20070087730A1/en
EP-2050297-B1,Providing a receiver's terminal with multimedia contents before a call is connected ,"Won Jun Lee, Seung Ook Je, Su Nyeon Kim, Jae Young Park, Jin Hong Kim",4/2/14,https://patents.google.com/patent/EP2050297B1/en
US-8085759-B2,Method for establishing a VoIP communication using a peer-to-peer databank ,Ralf Neuhaus,12/27/11,https://patents.google.com/patent/US8085759B2/en
US-8457030-B2,Mobile phone and method for receiving calls ,Chih-hao Chen,6/4/13,https://patents.google.com/patent/US8457030B2/en
US-2012155332-A1,Original calling identification with mobile phone in docked mode ,"Sujin Catherine Chang, Elliot G. Eichen, Lee N. Goodman, Punita Mishra",,https://patents.google.com/patent/US20120155332A1/en
US-2015146580-A1,Communication System Architecture ,"Carl S. Olivier, Marek Laasik, Mihails Velenko, Sergei Zolotarjov, Andrei Jefremov, Sergey Sukhanov",,https://patents.google.com/patent/US20150146580A1/en
EP-3108632-B1,Generic transcoding service ,"Andrew T. Fausak, Oleg Rombakh",1/10/18,https://patents.google.com/patent/EP3108632B1/en
US-2010027444-A1,Method and system for establishing connections for wireless network devices ,"Yi Lin, Wu-Yao Chuang",,https://patents.google.com/patent/US20100027444A1/en
US-8832280-B2,Interactive connectivity establishment for non-enabled endpoints ,"Tim M Moore, Danny Levin",9/9/14,https://patents.google.com/patent/US8832280B2/en
US-2016117645-A1,Meeting launcher ,Wes Moran,,https://patents.google.com/patent/US20160117645A1/en
CN-111586336-B,Remote meeting method and device and electronic equipment ,"周喆, 许坚翔, 盛宜锋",12/28/21,https://patents.google.com/patent/CN111586336B/en
TW-I378676-B,"Method for scheduling transmission time in a communications system, link layer coordinating device and multiple access communications system ","Chao Chun Wang, Chih Shi Yee, Shaowei Chen",12/1/12,https://patents.google.com/patent/TWI378676B/en
RU-2770644-C2,"Terminal device, base station device, communication method and integrated circuit ","Такако ХОРИ, Сохеи Ямада, Хидекадзу ЦУБОИ",4/19/22,https://patents.google.com/patent/RU2770644C2/en
US-10979562-B2,"Call recording system, call recording method, and call recording program ","Kazuki Nagai, Yukie KATSUTA",4/13/21,https://patents.google.com/patent/US10979562B2/en
US-9654516-B2,Method and device for negotiating media capability ,Jing Xiao,5/16/17,https://patents.google.com/patent/US9654516B2/en
CN-106357610-B,Communication means and device ,"王琪, 詹远, 吴鸣",11/29/19,https://patents.google.com/patent/CN106357610B/en
WO-2014098846-A1,Cloud voice over internet protocol communication substitute for channel radio based communication ,Benjamin Maytal,,https://patents.google.com/patent/WO2014098846A1/en
US-2011134912-A1,System and method for platform resilient voip processing ,"Michael A. Rothman, Vincent J. Zimmer",,https://patents.google.com/patent/US20110134912A1/en
US-10171519-B2,Session transfer protocol between different browsers on different devices ,Shiva Rama Krishna NYSHADHAM,1/1/19,https://patents.google.com/patent/US10171519B2/en
US-2014380387-A1,"System, apparatus and method for utilizing a multimedia service ","Basavaraj Jayawant Pattan, Mayuresh Madhukar Patil",,https://patents.google.com/patent/US20140380387A1/en
US-2015181031-A1,Initiating a voip call with caller selected audio ,Christopher Warnack,,https://patents.google.com/patent/US20150181031A1/en
US-7957279-B2,Session border control using multiple processors ,"Nir Ben-Dvora, Jisu Bhattacharya, Chandrasekar Krishnamurthy, Doron Oz, David D. Ward",6/7/11,https://patents.google.com/patent/US7957279B2/en
US-8600031-B2,Method for connecting calls between an IP multimedia subsystem (IMS) domain and a circuit switched (CS) domain ,"Kyung-Ae Yoon, Jae-Seung Song, Mi-Seon Ra",12/3/13,https://patents.google.com/patent/US8600031B2/en
US-8654770-B2,Method of setting up a call in an internet protocol multimedia subsystem network ,"Hans-Erik van Elburg, Germán Blanco",2/18/14,https://patents.google.com/patent/US8654770B2/en
US-10887355-B2,Method and apparatus for initiating communication sessions ,"Bernard Ku, James W. Forsyth",1/5/21,https://patents.google.com/patent/US10887355B2/en
US-7633922-B2,Method and system for supporting service continuity for mobile communication over different access networks ,"Andreas KOTULLA, Alexander SCHAUB",12/15/09,https://patents.google.com/patent/US7633922B2/en
US-9509743-B1,Bonding of multiple concurrent data streams among multiple devices ,"James Mulcahy, Sai Rathnam, Stan Surmay",11/29/16,https://patents.google.com/patent/US9509743B1/en
US-2007025344-A1,Connectivity enhancement ,"Michael Rothman, Vincent Zimmer",,https://patents.google.com/patent/US20070025344A1/en
US-9584661-B2,Extended efficient usage of emergency services keys ,"Gerhard Geldenbott, Yinjun Zhu, John Gordon Hines, Victor Burton",2/28/17,https://patents.google.com/patent/US9584661B2/en
US-2010232417-A1,Moving service control within a mobile telephony service provider network from a channel access domain to an ip domain ,Marc Segre,,https://patents.google.com/patent/US20100232417A1/en
US-2015016308-A1,Method and apparatus for service control ,"Shuiping Long, Hui Jin, Xiaoyan Duan",,https://patents.google.com/patent/US20150016308A1/en
WO-2007129761-A1,"Method, device and system for communication ","Shin-Shian Li, Wen-Yao Chang",,https://patents.google.com/patent/WO2007129761A1/en
US-2017041402-A1,Method for transparently connecting augmented network socket operations ,"Michael Andrew Raymond, Andy Warner",,https://patents.google.com/patent/US20170041402A1/en
US-2007003044-A1,Multiple simultaneously active telephone calls ,"William Liang, Scott Henning",,https://patents.google.com/patent/US20070003044A1/en
US-11367530-B1,Health testing and diagnostics platform ,"Michael W. Ferro, JR., Sam Miller, Marco Magistri, Colman Thomas Bryant, Adam Charles Carlson, Zachary Carl Nienstedt, Chris Ensey",6/21/22,https://patents.google.com/patent/US11367530B1/en
US-9578282-B1,Techniques for initiating real-time communication sessions ,"Maxwell Andrew Sills, Daniel Berlin",2/21/17,https://patents.google.com/patent/US9578282B1/en
US-10142589-B2,Initiating a video conferencing session ,"Anthony Jawad, Michel Ossesia, Tomas Lundqvist, Kathryn Cushing, Jordanna Chord, Tobias Jungen",11/27/18,https://patents.google.com/patent/US10142589B2/en
US-2013151715-A1,"Communication apparatus that performs communication using t.38 protocol, control method therefor, and storage medium ",Kaori Nakagawa,,https://patents.google.com/patent/US20130151715A1/en
EP-3318040-B1,Notification for a prioritized media path for a communication session ,"Pascal Francis MENEZES, Gunter Leeb, Amer Aref Hassan",12/25/19,https://patents.google.com/patent/EP3318040B1/en
US-10524012-B2,Method and system for integrating content viewing and communication in immersive social centre session ,"Ashok Kumar SELVARAJ, Basavaraj Jayawant Pattan, Kyung-Tak Lee, Gyubong Oh",12/31/19,https://patents.google.com/patent/US10524012B2/en
US-10855846-B1,Encrypting multiple party calls ,"Ehren Andrew Kret, Manpreet Singh",12/1/20,https://patents.google.com/patent/US10855846B1/en
CN-106302395-A,A kind of audio frequency and video diagnosis and treatment method based on multicast communication and system ,王迪飞,,https://patents.google.com/patent/CN106302395A/en
US-8843981-B2,"Methods, apparatuses and computer programs for media streaming ","Jinyang Xie, Robbie Ling, Yanming Xia, Michael Zhang",9/23/14,https://patents.google.com/patent/US8843981B2/en
US-9661030-B2,Building and switching IP multimedia sessions ,"Sheng Hua Bao, Jian Chen, Zhong Su, Xin Ying Yang, Xiang Zhou",5/23/17,https://patents.google.com/patent/US9661030B2/en
KR-101249014-B1,Media resource system and media resource providing method ,"정 황, 밍 리, 빙 덩, 시아 지아",4/1/13,https://patents.google.com/patent/KR101249014B1/en
US-2009103519-A1,Method and Computer Product for Switching Subsequent Messages With Higher Priority Than Invite Messages in a Softswitch ,Uwe Grothe,,https://patents.google.com/patent/US20090103519A1/en
JP-2016201828-A,"Processing method for emergency call, and communication apparatus employing the same ","建壹 王, Chien-Yi Wang, 建壹 王, ▲い▼強 彭, Wei-Chiang Peng, ▲い▼強 彭, 寛▲みん▼ 林, Kuan-Ming Lin, 寛▲みん▼ 林, ▲よ▼▲せん▼ 鄭, Yu-Syuan Jheng, ▲よ▼▲せん▼ 鄭",,https://patents.google.com/patent/JP2016201828A/en
US-2018020027-A1,Systems and Methods for Extending DSP Capability of Existing Computing Devices ,"Weisheng Chen, Hao Hou, David Z. Lu",,https://patents.google.com/patent/US20180020027A1/en
US-2011075657-A1,System and method of providing multimedia communication services ,"Hisao M. Chang, Javier B. Arellano, Steven William Frew, Sreenivasa Gorti, Bach Ngoc Hoang",,https://patents.google.com/patent/US20110075657A1/en
JP-6522157-B2,System and method for automatic reconnection of communication ,"アースコット、サイモン, ネパール、サイレシュ, ホームズ、ローラ",5/29/19,https://patents.google.com/patent/JP6522157B2/en
US-2017070462-A1,"System, apparatus, method, and non-transitory computer readable medium for providing location information using image in communication session ",Seungjun LEE,,https://patents.google.com/patent/US20170070462A1/en
US-8107461-B2,SIP exchange system ,"Takahiro Sasaki, Kazuhiko Kubo",1/31/12,https://patents.google.com/patent/US8107461B2/en
EP-2241080-B1,Ip multimedia subsystem registration ,"Fredrik Lindholm, Ralf Keller",6/17/15,https://patents.google.com/patent/EP2241080B1/en
US-2004028057-A1,Method and system for rating a packet based communication ,"Ivor Benjamin, T. Cashon, Joseph Piazza",,https://patents.google.com/patent/US20040028057A1/en
EP-1372326-B1,Self managing directory service for voice over IP networks ,Anil Punjabi,8/9/06,https://patents.google.com/patent/EP1372326B1/en
US-2008209522-A1,"Method, Apparatus, and Computer Program Product for Authenticating Subscriber Communications at a Network Server ","Robert M. Ephraim, Fangqiu Tu, Rohit Satish Kalbag",,https://patents.google.com/patent/US20080209522A1/en
US-2019230011-A1,Mechanism for facilitating efficient policy updates ,"Shashi Gandham, Navindra Yadav, Janardhanan Radhakrishnan, Hoang-Nam Nguyen, Umesh Paul Mahindra, Sunil Gupta, Praneeth Vallem, Supreeth Rao, Darshan Shrinath Purandare, Xuan Zou, Akshay Srirangam, Jothi Prakash Prabakaran",,https://patents.google.com/patent/US20190230011A1/en
US-2022174149-A1,Method and system for automatic transmission of status information ,Claus Rist,,https://patents.google.com/patent/US20220174149A1/en
US-2014359142-A1,Processor allocation for multi-core architectures ,Maksim Pyatkovskiy,,https://patents.google.com/patent/US20140359142A1/en
EP-2583427-B1,Method and apparatus for handling public identities in an internet protocol multimedia subsystem network ,"Luis Miguel Almaraz Valdes, Julia Berlanga Izquierdo, Nuria Esteban Vares, Maria Ruth Guerra, Beatriz Maroto Gil, Emiliano Merino Vazquez",6/1/16,https://patents.google.com/patent/EP2583427B1/en
EP-3033870-B1,Target content video delivery ,"Rajeev Madan, Sudipto Mukherjee, Vijaya Mandava",7/21/21,https://patents.google.com/patent/EP3033870B1/en
US-9467962-B2,"Trusted non-3GPP access network element, and method for accessing mobile network and de-attachment ","Guoyan Liu, Chunhui Zhu, Shuang LIANG, Yangwei Tu",10/11/16,https://patents.google.com/patent/US9467962B2/en
US-2018338119-A1,System and method for remote secure live video streaming ,James Hoffman,,https://patents.google.com/patent/US20180338119A1/en
JP-5212071-B2,Communication device and mobile terminal ,敦 篠崎,6/19/13,https://patents.google.com/patent/JP5212071B2/en
US-9635069-B2,User feedback systems and methods ,"William M. Dornich, Richard M. Vandoren, Lalit R. KOTECHA",4/25/17,https://patents.google.com/patent/US9635069B2/en
US-10306066-B2,Direct engagement and device assisted caller authentication using a dynamic phone number ,"Justin Dipietro, Daniel Michaeli, Carlos Paniagua, Urmas Talimaa",5/28/19,https://patents.google.com/patent/US10306066B2/en
CN-110475131-B,"Terminal connection method, server and terminal ","牛永会, 靳伟明, 王艳辉, 杨春晖",3/8/22,https://patents.google.com/patent/CN110475131B/en
US-2018262538-A1,Methods and apparatuses for assigning to a terminal device a service server in a telecommunications system ,"Emiliano Merino Vazquez, Francisca BEJARANO GARCIA, Ingo BERK",,https://patents.google.com/patent/US20180262538A1/en
WO-2007085184-A1,"A method, system and entity for media negotiation ","Ying Wang, Youzhu Shi",,https://patents.google.com/patent/WO2007085184A1/en
US-10348516-B2,On-premise and off-premise communication ,"Andrew Coleman, Matthew E. Golby-Kirk, John A. Reeve",7/9/19,https://patents.google.com/patent/US10348516B2/en
US-8285279-B2,Capability update during call ,Apostolis Salkintis,10/9/12,https://patents.google.com/patent/US8285279B2/en
US-8130662-B1,Method and apparatus for providing transcoding in a network ,"Burwell Goode, Min Lu, Leopold Strahs",3/6/12,https://patents.google.com/patent/US8130662B1/en
EP-2628286-B1,Connection control with b2bua located behind nat gateway ,Karl Lanzinger,1/14/15,https://patents.google.com/patent/EP2628286B1/en
US-9277382-B2,Emergency service in communication system ,"Jozsef Varga, Andras Szeman, Andras Pasztor",3/1/16,https://patents.google.com/patent/US9277382B2/en
US-2020236150-A1,Method and apparatus for transferring information between electronic devices ,"Olivier Gay, Mathieu Meisser, Thomas Luc Rouvinez, Nicolas Sasselli, Remy Zimmermann",,https://patents.google.com/patent/US20200236150A1/en
US-2007140283-A1,System and Method for IMS Bridging ,"Hua Huang, Yanfei Yang",,https://patents.google.com/patent/US20070140283A1/en
WO-2020190986-A1,Interoperable cloud based media processing using dynamic network interface ,"Iraj Sodagar, Shuai Zhao",,https://patents.google.com/patent/WO2020190986A1/en
CN-105827742-A,Automobile-moving reminding device and system ,李显金,,https://patents.google.com/patent/CN105827742A/en
US-2017353608-A1,Voice service routing system for accessibility ,"Chia-Chang Li, Eric Wong, Satish Sampangiramiah, Robert Lambardia, Amarendar Sirikonda",,https://patents.google.com/patent/US20170353608A1/en
WO-2007068206-A1,A method and network entity for operating the session capability information ,"Long Luo, Lei Zhu, Yajuan Wu",,https://patents.google.com/patent/WO2007068206A1/en
CA-2918161-C,Method and apparatus for voip communication completion to a mobile device ,"Boaz Zehavi, Dany Orr, Guy BARON, Gil Osher",6/27/17,https://patents.google.com/patent/CA2918161C/en
TW-I761499-B,Method and apparatus for transmitting and receiving bundles of silence indicator (sid) frames during a voice call among a plurality of access terminals ,"斯里伐山 巴拉蘇巴馬尼安, 尼哈 戈爾, 拉瑪恰德蘭 蘇巴馬尼恩, 薛雷須 馬訶斯瓦里, 奇藍庫瑪博雅 安川",4/21/22,https://patents.google.com/patent/TWI761499B/en
IN-2014DE01934-A,Patent IN2014DE01934A ,"Ackermann-Markes Achim, Brikeskorn Jurgen",,https://patents.google.com/patent/IN2014DE01934A/en
US-2011154409-A1,METHOD AND SYSTEM TO PROVIDE VIDEO ON DEMAND (VoD) SERVICE USING CONTENTS HAVING MULTIPLE BITRATES ,"Eun Jun Rhee, Hyun Woo Lee, Won Ryu",,https://patents.google.com/patent/US20110154409A1/en
US-2016352784-A1,Method and device for performing communication service ,Jung-Hyun Oh,,https://patents.google.com/patent/US20160352784A1/en
US-10211991-B1,Method for downloading preauthorized applications to desktop computer using secure connection ,"Alexander Aplemakh, Stanislav S. Protassov, Serguei M. Beloussov",2/19/19,https://patents.google.com/patent/US10211991B1/en
CN-105847957-A,Method and device for live broadcast based on mobile terminal ,张金良,,https://patents.google.com/patent/CN105847957A/en
US-2017344962-A1,Routing transaction data over a data pipe ,"Amit Kumar Agrawal, Vishal Patil",,https://patents.google.com/patent/US20170344962A1/en
WO-2013020500-A1,"Call method, equipment and system based on sip ","王锴, 冯斌, 李笑霜",,https://patents.google.com/patent/WO2013020500A1/en
US-2018241785-A1,Systems and Methods for Recording and Storing Media Content ,Shijo Mathew,,https://patents.google.com/patent/US20180241785A1/en
GB-0302568-D0,Setting communication types for a communication session ,,,https://patents.google.com/patent/GB0302568D0/en
WO-2007120287-A2,Methods and system for fast session establishment for h.324 and related telecommunications terminals ,"Marwan A. Jabri, Albert C. Wong, Brody Kenrick",,https://patents.google.com/patent/WO2007120287A2/en
EP-3782358-B1,Technique for acquiring and correlating session-related information from an internet protocol multimedia subsystem ,"Ferenc SZÁSZ, Attila BÁDER, Attila MITCSENKOV",2/9/22,https://patents.google.com/patent/EP3782358B1/en
WO-2013029443-A1,"Method, terminal, and system for waking up conference television terminal to hold video conference ",林旭嘉,,https://patents.google.com/patent/WO2013029443A1/en
CN-101796794-B,Database and method for obtaining the address of an entity for controlling service and billing quality in an IMS network using such database ,"S·拉塔斯特, S·曾光禹",2/26/14,https://patents.google.com/patent/CN101796794B/en
US-8549158-B2,Method and system for conducting communications over a network ,Frederick Chee-Kiong Lai,10/1/13,https://patents.google.com/patent/US8549158B2/en
CN-101931781-B,The method of display of calling video and wireless communication terminal ,"赵发杰, 李涛",3/2/16,https://patents.google.com/patent/CN101931781B/en
US-2017331770-A1,Presence indicator system ,"Keith Griffin, Andrew Henderson, Candice LAVENDER",,https://patents.google.com/patent/US20170331770A1/en
WO-2007062570-A1,Method for multimedia service and multimedia resource function controller ,Haiyan Jian,,https://patents.google.com/patent/WO2007062570A1/en
JP-2020520594-A,Self-learning adaptive routing system ,ハラティアン，イゴール,,https://patents.google.com/patent/JP2020520594A/en
US-2014337536-A1,Method and apparatus for data communication ,Wen Tang,,https://patents.google.com/patent/US20140337536A1/en
US-2010002701-A1,System and method for media communication through network address translation ,"An-Nan Hsieh, Hai-Bin Su",,https://patents.google.com/patent/US20100002701A1/en
CN-101399849-A,Communication apparatus and terminal registration method for use in communication system ,楫贵德,,https://patents.google.com/patent/CN101399849A/en
TW-I467966-B,Control of session parameter negotiation for communication connection ,Thomas Belling,1/1/15,https://patents.google.com/patent/TWI467966B/en
US-2007258439-A1,Hyperlink-based softphone call and management ,Lon-Chan Chu,,https://patents.google.com/patent/US20070258439A1/en
CN-104185044-B,Method and system for video on demand ,"威维克·尚卡尔·斯里瓦斯塔瓦, 蒂莫斯·C·理查德",3/15/19,https://patents.google.com/patent/CN104185044B/en
WO-2015003532-A1,"Multimedia conferencing establishment method, device and system ","杨玮玮, 刘艳",,https://patents.google.com/patent/WO2015003532A1/en
US-2022158952-A1,Delivery of Multimedia Components According to User Activity ,"Anthony Werner, Weidong Mao, Sree Kotay",,https://patents.google.com/patent/US20220158952A1/en
US-2022158936-A1,"Packet Transmission Path Determining Method, Apparatus, and System, and Computer Storage Medium ","Yanping Cao, Zhenwei Zhang",,https://patents.google.com/patent/US20220158936A1/en
GB-2583020-B,Multicast assisted delivery ,"Stevens Timothy, Turnbull Rory, Appleby Stephen",5/12/21,https://patents.google.com/patent/GB2583020B/en
HK-1216470-A1,Methods and network systems for providing video conferencing for mobile platforms ,"潘輝, 單繼璋, 雷蒙德‧吳, 陳家旺",,https://patents.google.com/patent/HK1216470A1/en
CN-102045298-B,Consultation method and system of IP multimedia subsystem (IMS) media coding/decoding device ,谢振华,12/4/13,https://patents.google.com/patent/CN102045298B/en
US-2008288951-A1,"Method, Device And System For Allocating A Media Resource ","Lin Lin, Yanyu Wu, Tao Song, Gaofeng YANG",,https://patents.google.com/patent/US20080288951A1/en
US-7706264-B2,Mobile VoIP phone communication system and method having a dialing process that utilizes a local mobile VoIP server in the same zone as a calling mobile VoIP phone ,"Sun-Loi Lai, Shih-Hsiung Weng",4/27/10,https://patents.google.com/patent/US7706264B2/en
EP-3269115-B1,Managing communication events ,"Onur Cinar, Vijay Chandrasekaran, Daniel James Chastney",12/26/18,https://patents.google.com/patent/EP3269115B1/en
US-2019289042-A1,Dynamically controlling communication channels during a communication session ,"Simon Perreault, Michael Sharp",,https://patents.google.com/patent/US20190289042A1/en
CN-1860465-B,System and method for emulating local telephone service by Internet ,"乔纳森·科克斯, 安德鲁·B·康, 普尼特·沙马",5/30/12,https://patents.google.com/patent/CN1860465B/en
EP-1792483-B1,"Method and system for video telephone communications set up, related equipment and computer program product ",Margherita Telecom Italia S.p.A. MIALI,8/19/15,https://patents.google.com/patent/EP1792483B1/en
US-2008273671-A1,"Method, system and application server for preventing crosstalk of color ring back tone ","Caixia Miao, Xiangyu Yang",,https://patents.google.com/patent/US20080273671A1/en
US-10771611-B2,System and method for providing personalized audio-video invitations ,Stanislav Borukhoff,9/8/20,https://patents.google.com/patent/US10771611B2/en
US-2014337765-A1,Systems and methods to provide multiple connections for anonymous communication in a virtual environment ,Mehul JAIN,,https://patents.google.com/patent/US20140337765A1/en
US-7529226-B2,Bearer setup for a multimedia service ,"Janne Peisa, Mats Sågfors, Johan Torsner, Stefan Wager",5/5/09,https://patents.google.com/patent/US7529226B2/en
US-2012225642-A1,Method and System to Proxy Phone Directories ,James Gewecke,,https://patents.google.com/patent/US20120225642A1/en
US-2008019390-A1,Multi-modal information service ,"Stephen Singh, Eugene Cartright",,https://patents.google.com/patent/US20080019390A1/en
CN-108540527-A,Manage the communication session about multiple transmission mediums ,迈克尔·斯廷普森,,https://patents.google.com/patent/CN108540527A/en
US-7570630-B1,Dialed-digit based determination of whether to originate a call as a circuit-switched call or a packet-switched call ,"Jeffrey F. Phillips, Lyle W. Paczkowski",8/4/09,https://patents.google.com/patent/US7570630B1/en
US-2013121332-A1,System and method for facilitating voip communications ,Faith McGary,,https://patents.google.com/patent/US20130121332A1/en
US-2017126747-A1,Methods and nodes for managing subscription-related information of users in an ip multimedia subsystem as well as a corresponding system and computer program ,"Emiliano Merino Vazquez, Francisca BEJARANO GARCIA, Juan Manuel Fernandez Galmes, Montse MUÑOZ RODRIGUEZ",,https://patents.google.com/patent/US20170126747A1/en
US-2008010380-A1,Re-directing video according to a standard protocol ,"Steven D. Whitehead, William E. Garrett, Christopher M. Martin",,https://patents.google.com/patent/US20080010380A1/en
GB-2553230-B,Data communications ,"Johnson Stephen, Jenkins Ian",8/25/21,https://patents.google.com/patent/GB2553230B/en
US-2017279968-A1,Methods and nodes for controlling a conference communication ,"Moulay Fadili, Roman Sorokin, Stéphane Coulon",,https://patents.google.com/patent/US20170279968A1/en
